Symbol,BaseSymbol,SynSymbol,SciName,CommonName,Family
SARCO,SARCO,,Sarcobatus Nees,greasewood,Chenopodiaceae
SA24xx,,,Sarcobatus unknown sp.,,Chenopodiaceae
SAVE4,SAVE4,,Sarcobatus vermiculatus (Hook.) Torr.,black greasewood,Chenopodiaceae
SAVEB,SAVE4,SAVEB,Sarcobatus vermiculatus (Hook.) Torr. var. baileyi (Coville) Jeps.,,Chenopodiaceae
SARCO5,SARCO5,,Sarcocornia A.J. Scott,swampfire,Chenopodiaceae
SAPAU,SAUT2,SAPAU,Sarcocornia pacifica (Standl.) A.J. Scott var. utahensis (Tidestr.) Munz,,Chenopodiaceae
SA25xx,,,Sarcocornia unknown sp.,,Chenopodiaceae
SAUT2,SAUT2,,Sarcocornia utahensis (Tidestr.) A.J. Scott,Utah swampfire,Chenopodiaceae
SACR3,FUCR,SACR3,Sarcostemma crispum Benth.,,Asclepiadaceae
SACY2,FUCYC,SACY2,Sarcostemma cynanchoides Decne.,,Asclepiadaceae
SACYH2,FUCYH,SACYH2,Sarcostemma cynanchoides Decne. ssp. hartwegii (Vail) R. Holm,,Asclepiadaceae
SACYH,FUCYH,SACYH,Sarcostemma cynanchoides Decne. var. hartwegii (Vail) Shinners,,Asclepiadaceae
SALO5,FUCR,SALO5,Sarcostemma lobata Waterf.,,Asclepiadaceae
SA26xx,,,Sarcostemma unknown sp.,,Asclepiadaceae
SARTW,SARTW,,Sartwellia A. Gray,glowwort,Asteraceae
SAFL5,SAFL5,,Sartwellia flaveriae A. Gray,threadleaf glowwort,Asteraceae
SAPU12,SAFL5,SAPU12,Sartwellia puberula Rydb.,,Asteraceae
SA27xx,,,Sartwellia unknown sp.,,Asteraceae
SA28xx,,,Sassia unknown sp.,,Oxalidaceae
SAVI19,OXVI,SAVI19,Sassia violacea (L.) Holub,,Oxalidaceae
SAAR11,CLAR5,SAAR11,Satureja arkansana (Nutt.) Briq.,,Lamiaceae
SAGLA2,CLAR5,SAGLA2,Satureja glabella (Michx.) Briq. var. angustifolia (Torr.) Svens.,,Lamiaceae
SAGL8,CLAR5,SAGL8,Satureja glabra (Nutt.) Fernald,,Lamiaceae
SA29xx,,,Satureja unknown sp.,,Lamiaceae
SAVU,CLVU,SAVU,Satureja vulgaris (L.) Fritsch,,Lamiaceae
SAVUD,CLVU,SAVUD,Satureja vulgaris (L.) Fritsch var. diminuta (Simon) Fernald & Wiegand,,Lamiaceae
SAVUN,CLVU,SAVUN,Satureja vulgaris (L.) Fritsch var. neogaea Fernald,,Lamiaceae
SAAE4,SAOD2,SAAE4,Saxifraga aestivalis auct. non Fisch. & C.A. Mey. p.p.,,Saxifragaceae
SAAR13,SAOD2,SAAR13,Saxifraga arguta auct. non D. Don,,Saxifragaceae
SAAU6,SARH2,SAAU6,Saxifraga austrina (A. Nelson) A. Nelson,,Saxifragaceae
SAAU7,SABRA2,SAAU7,Saxifraga austromontana Wiegand,,Saxifragaceae
SABR6,SABR6,,Saxifraga bronchialis L.,yellowdot saxifrage,Saxifragaceae
SABRA2,SABRA2,,Saxifraga bronchialis L. ssp. austromontana (Wiegand) Piper,matted saxifrage,Saxifragaceae
SABRA,SABRA2,SABRA,Saxifraga bronchialis L. var. austromontana (Wiegand) Piper ex G.N. Jones,,Saxifragaceae
SACA50,SACA50,,Saxifraga caespitosa L.,tufted alpine saxifrage,Saxifragaceae
SACAC4,SACAC4,,Saxifraga caespitosa L. ssp. caespitosa,tufted alpine saxifrage,Saxifragaceae
SACAE2,SACAC4,SACAE2,Saxifraga caespitosa L. ssp. eucaespitosa Engl. & Irmsch.,,Saxifragaceae
SACAM2,SACAM2,,Saxifraga caespitosa L. ssp. monticola (Small) A.E. Porsild,tufted alpine saxifrage,Saxifragaceae
SACAE,SACAC4,SACAE,Saxifraga caespitosa L. var. emarginata (Small) Rosend.,,Saxifragaceae
SACAL4,SACAC4,SACAL4,Saxifraga caespitosa L. var. lemmonii Engl. & Irmsch.,,Saxifragaceae
SACAM3,SACAM2,SACAM3,Saxifraga caespitosa L. var. minima Blank.,,Saxifragaceae
SACE2,SACE2,,Saxifraga cernua L.,nodding saxifrage,Saxifragaceae
SACEE4,SACE2,SACEE4,Saxifraga cernua L. var. exilioides Polunin,,Saxifragaceae
SACEC2,SACAC4,SACEC2,"Saxifraga cespitosa L. ssp. cespitosa L., orth. var.",,Saxifragaceae
SACEE5,SACAC4,SACEE5,"Saxifraga cespitosa L. ssp. eucaespitosa Engl. & Irmsch., orth. var.",,Saxifragaceae
SACEM2,SACAM2,SACEM2,"Saxifraga cespitosa L. ssp. monticola (Small) A.E. Porsild, orth. var.",,Saxifragaceae
SACEL,SACAC4,SACEL,"Saxifraga cespitosa L. var. lemmonii Engl. & Irmsch., orth. var.",,Saxifragaceae
SACEM,SACAM2,SACEM,"Saxifraga cespitosa L. var. minima Blank., orth. var.",,Saxifragaceae
SACE4,SACA50,SACE4,"Saxifraga cespitosa L., orth. var.",,Saxifragaceae
SACH4,SACH4,,Saxifraga chrysantha A. Gray,goldbloom saxifrage,Saxifragaceae
SACR8,SAFLC,SACR8,Saxifraga crandallii Gandog.,,Saxifragaceae
SADE4,SARI8,SADE4,Saxifraga debilis Engelm. ex A. Gray,,Saxifragaceae
SAER3,SAER3,,Saxifraga eriophora S. Watson,redfuzz saxifrage,Saxifragaceae
SAFL6,SAFL6,,Saxifraga flagellaris Willd. ex Sternb.,whiplash saxifrage,Saxifragaceae
SAFLC,SAFLC,,Saxifraga flagellaris Willd. ex Sternb. ssp. crandallii (Gandog.) Hultén,Crandall's saxifrage,Saxifragaceae
SAFLC3,SAFLC,SAFLC3,Saxifraga flagellaris Willd. ex Sternb. var. crandallii (Gandog.) Dorn,,Saxifragaceae
SAGR15,SARH2,SAGR15,Saxifraga greenei Blank.,,Saxifragaceae
SAHI3,SAHI3,,Saxifraga hirculus L.,yellow marsh saxifrage,Saxifragaceae
SAHIC,SAHIH2,SAHIC,Saxifraga hirculus L. ssp. coloradensis K.O. Hedb.,,Saxifragaceae
SAHIH2,SAHIH2,,Saxifraga hirculus L. ssp. hirculus,yellow marsh saxifrage,Saxifragaceae
SAHYD,SARI8,SAHYD,Saxifraga hyperborea R. Br. ssp. debilis (Engelm. ex A. Gray) Á. Löve & D. Löve & Kapoor,,Saxifragaceae
SAINR,SARH2,SAINR,Saxifraga integrifolia Hook. var. rhomboidea (Greene) M.E. Jones,,Saxifragaceae
SAJA5,TEJA,SAJA5,Saxifraga jamesii Torr.,,Saxifragaceae
SAXIF,SAXIF,,Saxifraga L.,saxifrage,Saxifragaceae
SAMI19,SACAM2,SAMI19,Saxifraga micropetala (Small) Fedde,,Saxifragaceae
SAMO11,SACAM2,SAMO11,Saxifraga monticola (Small) Á. Löve & D. Löve,,Saxifragaceae
SAOC4,SAOC4,,Saxifraga occidentalis S. Watson,Alberta saxifrage,Saxifragaceae
SAOCA,SAOC4,SAOCA,Saxifraga occidentalis S. Watson var. allenii (Small) C.L. Hitchc.,,Saxifragaceae
SAOCW,SAOC4,SAOCW,Saxifraga occidentalis S. Watson var. wallowensis M. Peck,,Saxifragaceae
SAOD2,SAOD2,,Saxifraga odontoloma Piper,brook saxifrage,Saxifragaceae
SAPUA2,SAOD2,SAPUA2,Saxifraga punctata L. ssp. arguta auct. non (D. Don) Hultén,,Saxifragaceae
SAPUA3,SAOD2,SAPUA3,Saxifraga punctata L. var. arguta sensu Engl. & Irmsch.,,Saxifragaceae
SAREO2,SAOC4,SAREO2,Saxifraga reflexa Hook. ssp. occidentalis (S. Watson) Hultén,,Saxifragaceae
SARH2,SARH2,,Saxifraga rhomboidea Greene,diamondleaf saxifrage,Saxifragaceae
SARHA,SARH2,SARHA,Saxifraga rhomboidea Greene var. austrina A. Nelson,,Saxifragaceae
SARHF,SARH2,SARHF,Saxifraga rhomboidea Greene var. franciscana (Small) Kearney & Peebles,,Saxifragaceae
SARI8,SARI8,,Saxifraga rivularis L.,weak saxifrage,Saxifragaceae
SARIF2,SARI8,SARIF2,Saxifraga rivularis L. ssp. flexuosa (Sternb.) Gjaerev.,,Saxifragaceae
SARID,SARI8,SARID,Saxifraga rivularis L. var. debilis (Engelm. ex A. Gray) Dorn,,Saxifragaceae
SARIF,SARI8,SARIF,Saxifraga rivularis L. var. flexuosa (Sternb.) Engl. & Irmsch.,,Saxifragaceae
SASEC,SACH4,SASEC,Saxifraga serpyllifolia Pursh ssp. chrysantha (A. Gray) W.A. Weber,,Saxifragaceae
SASEC2,SACH4,SASEC2,Saxifraga serpyllifolia Pursh var. chrysantha (A. Gray) Dorn,,Saxifragaceae
SA30xx,,,Saxifraga unknown sp.,,Saxifragaceae
SCSC15,SCSC15,,Scabrethia scabra (Hook.) W.A. Weber,badlands mule-ears,Asteraceae
SCSCA2,SCSCA2,,Scabrethia scabra (Hook.) W.A. Weber ssp. attenuata (W.A. Weber) W.A. Weber,badlands mulesears,Asteraceae
SCSCC,SCSCC,,Scabrethia scabra (Hook.) W.A. Weber ssp. canescens (W.A. Weber) W.A. Weber,badlands mule-ears,Asteraceae
SCxx,,,Scabrethia unknown sp.,,Asteraceae
SCABR,SCABR,,Scabrethia W.A. Weber,mule-ears,Asteraceae
SCMU11,BOMU,SCMU11,Sceptridium multifidum (S.G. Gmel.) M. Nishida ex Tagawa,,Ophioglossaceae
SCSI7,BOMU,SCSI7,Sceptridium silaifolium (C. Presl) Lyon,,Ophioglossaceae
SC2xx,,,Sceptridium unknown sp.,,Ophioglossaceae
SCLI9,CALI2,SCLI9,Schaueria linearifolia Torr.,,Acanthaceae
SC3xx,,,Schaueria unknown sp.,,Acanthaceae
SCPA,SCPA,,Schedonnardus paniculatus (Nutt.) Trel.,tumbleggrass,Poaceae
SCHED,SCHED,,Schedonnardus Steud.,tumblegrass,Poaceae
SC4xx,,,Schedonnardus unknown sp.,,Poaceae
SCAR7,SCAR7,,"Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.",tall fescue,Poaceae
SCHED2,SCHED2,,Schedonorus P. Beauv.,fescue,Poaceae
SCPH,SCAR7,SCPH,Schedonorus phoenix (Scop.) Holub,,Poaceae
SCPR4,SCPR4,,Schedonorus pratensis (Huds.) P. Beauv.,meadow fescue,Poaceae
SC5xx,,,Schedonorus unknown sp.,,Poaceae
SCAM5,SCPAA3,SCAM5,Scheuchzeria americana (Fernald) G.N. Jones,,Scheuchzeriaceae
SCHEU,SCHEU,,Scheuchzeria L.,rannoch-rush,Scheuchzeriaceae
SCPA2,SCPA2,,Scheuchzeria palustris L.,rannoch-rush,Scheuchzeriaceae
SCPAA3,SCPAA3,,Scheuchzeria palustris L. ssp. americana (Fernald) Hultén,rannoch-rush,Scheuchzeriaceae
SCPAA,SCPAA3,SCPAA,Scheuchzeria palustris L. var. americana Fernald,,Scheuchzeriaceae
SC6xx,,,Scheuchzeria unknown sp.,,Scheuchzeriaceae
SCAR8,SCAR8,,Schiedeella arizonica P.M. Brown,parasitic ladiestresses,Orchidaceae
SCFA4,SCAR8,SCFA4,Schiedeella fauci-sanguinea auct. non (D. Dod) Burns-Balogh,,Orchidaceae
SCPA28,SCAR8,SCPA28,Schiedeella parasitica auct. non (A. Rich. & Galeotti) Schltr.,,Orchidaceae
SCHIE2,SCHIE2,,Schiedeella Schltr.,lady's tresses,Orchidaceae
SC7xx,,,Schiedeella unknown sp.,,Orchidaceae
SCAR,SCAR,,Schismus arabicus Nees,Arabian schismus,Poaceae
SCBA,SCBA,,Schismus barbatus (Loefl. ex L.) Thell.,common Mediterranean grass,Poaceae
SCCA22,SCBA,SCCA22,Schismus calycinus (Loefl.) K. Koch,,Poaceae
SCHIS,SCHIS,,Schismus P. Beauv.,Mediterranean grass,Poaceae
SC8xx,,,Schismus unknown sp.,,Poaceae
SCHIS3,SCHIS3,,Schistophragma Benth. ex Endl.,schistophragma,Scrophulariaceae
SCIN3,SCIN3,,Schistophragma intermedia (A. Gray) Pennell,harlequin spiralseed,Scrophulariaceae
SC9xx,,,Schistophragma unknown sp.,,Scrophulariaceae
SCHIZ,SCHIZ,,Schizachne Hack.,false melic,Poaceae
SCPU,SCPU,,Schizachne purpurascens (Torr.) Swallen,false melic,Poaceae
SCPUP4,SCPU,SCPUP4,Schizachne purpurascens (Torr.) Swallen var. pubescens Dore,,Poaceae
SCST7,SCPU,SCST7,Schizachne stricta (Michx.) Hultén,,Poaceae
SC10xx,,,Schizachne unknown sp.,,Poaceae
SCCI2,SCCI2,,Schizachyrium cirratum (Hack.) Wooton & Standl.,Texas bluestem,Poaceae
SCDO2,SCSAH,SCDO2,Schizachyrium domingense (Spreng. ex Schult.) Nash,,Poaceae
SCFE5,SCSAH,SCFE5,Schizachyrium feense (Fourn.) A. Camus,,Poaceae
SCHI4,SCSAH,SCHI4,Schizachyrium hirtiflorum Nees,,Poaceae
SCHIZ4,SCHIZ4,,Schizachyrium Nees,little bluestem,Poaceae
SCPR3,SCSCS,SCPR3,Schizachyrium praematurum (Fernald) C.F. Reed,,Poaceae
SCSA,SCSA,,Schizachyrium sanguineum (Retz.) Alston,Crimson bluestem,Poaceae
SCSAB,SCSAH,SCSAB,Schizachyrium sanguineum (Retz.) Alston var. brevipedicellatum (Beal) Hatch,,Poaceae
SCSAH,SCSAH,,Schizachyrium sanguineum (Retz.) Alston var. hirtiflorum (Nees) Hatch,crimson bluestem,Poaceae
SCSAO,SCSAH,SCSAO,Schizachyrium sanguineum (Retz.) Alston var. oligostachyum (Chapm.) Hatch,,Poaceae
SCSC,SCSC,,Schizachyrium scoparium (Michx.) Nash,little bluestem,Poaceae
SCSCN2,SCSCS,SCSCN2,Schizachyrium scoparium (Michx.) Nash ssp. neomexicanum (Nash) Gandhi & Smeins,,Poaceae
SCSCF,SCSCS,SCSCF,Schizachyrium scoparium (Michx.) Nash var. frequens (F.T. Hubbard) Gould,,Poaceae
SCSCN,SCSCS,SCSCN,Schizachyrium scoparium (Michx.) Nash var. neomexicanum (Nash) Gould,,Poaceae
SCSCP,SCSCS,SCSCP,Schizachyrium scoparium (Michx.) Nash var. polycladum (Scribn. & C.R. Ball) C.F. Reed,,Poaceae
SCSCS,SCSCS,,Schizachyrium scoparium (Michx.) Nash var. scoparium,little bluestem,Poaceae
SC11xx,,,Schizachyrium unknown sp.,,Poaceae
SCAN,SCAN,,Schkuhria anthemoidea (DC.) J.M. Coult.,Wright's false threadleaf,Asteraceae
SCANW,SCANW,,Schkuhria anthemoidea (DC.) J.M. Coult. var. wrightii (A. Gray) Heiser,Wright's false threadleaf,Asteraceae
SCMU6,SCMU6,,Schkuhria multiflora Hook. & Arn.,manyflower false threadleaf,Asteraceae
SCMUM3,SCMU6,SCMUM3,Schkuhria multiflora Hook. & Arn. var. multiflora,,Asteraceae
SCPI3,SCPI3,,Schkuhria pinnata (Lam.) Kuntze ex Thell.,pinnate false threadleaf,Asteraceae
SCPIG,SCPIG,,Schkuhria pinnata (Lam.) Kuntze ex Thell. var. guatemalensis (Rydb.) McVaugh,Wislizenus' false threadleaf,Asteraceae
SCPIW,SCPIG,SCPIW,Schkuhria pinnata (Lam.) Kuntze ex Thell. var. wislizeni (A. Gray) B.L. Turner,,Asteraceae
SCHKU,SCHKU,,Schkuhria Roth,false threadleaf,Asteraceae
SC12xx,,,Schkuhria unknown sp.,,Asteraceae
SCWI,SCPIG,SCWI,Schkuhria wislizeni A. Gray,,Asteraceae
SCWIF,SCPIG,SCWIF,Schkuhria wislizeni A. Gray var. frustrata S.F. Blake,,Asteraceae
SCWIW,SCANW,SCWIW,Schkuhria wislizeni A. Gray var. wrightii (A. Gray) S.F. Blake,,Asteraceae
SCAN6,RHTRA,SCAN6,Schmaltzia anisophylla Greene,,Anacardiaceae
SCRA2,RHTRR,SCRA2,Schmaltzia racemulosa Greene,,Anacardiaceae
SCTR4,RHTRT,SCTR4,Schmaltzia trilobata (Nutt.) Small,,Anacardiaceae
SCTRA,RHTRA,SCTRA,Schmaltzia trilobata (Nutt.) Small var. anisophylla (Greene) F.A. Barkley,,Anacardiaceae
SC13xx,,,Schmaltzia unknown sp.,,Anacardiaceae
SCOC10,SUCA2,SCOC10,Schoberia occidentalis S. Watson,,Chenopodiaceae
SC14xx,,,Schoberia unknown sp.,,Chenopodiaceae
SCHOE,SCHOE,,Schoenocaulon A. Gray,feathershank,Liliaceae
SCTE2,SCTE2,,Schoenocaulon texanum Scheele,Texas feathershank,Liliaceae
SC15xx,,,Schoenocaulon unknown sp.,,Liliaceae
SCHOE2,SCHOE2,,Schoenocrambe Greene,plainsmustard,Brassicaceae
SCLI12,SCLI12,,Schoenocrambe linearifolia (A. Gray) Rollins,slimleaf plainsmustard,Brassicaceae
SCLI,SCLI,,Schoenocrambe linifolia (Nutt.) Greene,flaxleaf plainsmustard,Brassicaceae
SC16xx,,,Schoenocrambe unknown sp.,,Brassicaceae
SCHOE6,SCHOE6,,Schoenoplectus (Rchb.) Palla,bulrush,Cyperaceae
SCCO20,SCCO20,,Schoenoplectus ×contortus (Eames) S.G. Sm. [americanus × pungens],bulrush,Cyperaceae
SCAC3,SCAC3,,Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve,hardstem bulrush,Cyperaceae
SCACA,SCACA,,Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. acutus,hardstem bulrush,Cyperaceae
SCACO2,SCACO2,,Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. occidentalis (S. Watson) S.G. Sm.,tule,Cyperaceae
SCAM6,SCAM6,,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,chairmaker's bulrush,Cyperaceae
SCCA11,SCCA11,,Schoenoplectus californicus (C.A. Mey.) Palla,California bulrush,Cyperaceae
SCFL11,BOFL3,SCFL11,Schoenoplectus fluviatilis (Torr.) M.T. Strong,,Cyperaceae
SCLAA,SCACA,SCLAA,Schoenoplectus lacustris (L.) Palla ssp. acutus (Muhl. ex Bigelow) Á. Löve & D. Löve,,Cyperaceae
SCLAC,SCTA2,SCLAC,Schoenoplectus lacustris (L.) Palla ssp. creber (Fernald) Á. Löve & D. Löve,,Cyperaceae
SCLAT4,SCTA2,SCLAT4,Schoenoplectus lacustris (L.) Palla ssp. tabernaemontani (C.C. Gmel.) Á. Löve & D. Löve,,Cyperaceae
SCLAV,SCTA2,SCLAV,Schoenoplectus lacustris (L.) Palla ssp. validus (Vahl) T. Koyama,,Cyperaceae
SCMA8,BOMA7,SCMA8,Schoenoplectus maritimus (L.) Lye,,Cyperaceae
SCPU10,SCPU10,,Schoenoplectus pungens (Vahl) Palla,common threesquare,Cyperaceae
SCPUL4,SCPUL4,,Schoenoplectus pungens (Vahl) Palla var. longispicatus (Britton) S.G. Sm.,common threesquare,Cyperaceae
SCRU9,SCACO2,SCRU9,Schoenoplectus rubiginosus (Beetle) Soják p.p.,,Cyperaceae
SCTA2,SCTA2,,Schoenoplectus tabernaemontani (C.C. Gmel.) Palla,softstem bulrush,Cyperaceae
SC17xx,,,Schoenoplectus unknown sp.,,Cyperaceae
SCVA3,SCTA2,SCVA3,Schoenoplectus validus (Vahl) Á. Löve & D. Löve,,Cyperaceae
SCVAC2,SCTA2,SCVAC2,Schoenoplectus validus (Vahl) Á. Löve & D. Löve ssp. creber (Fernald) Á. Löve & D. Löve,,Cyperaceae
SCVAL,SCTA2,SCVAL,Schoenoplectus validus (Vahl) Á. Löve & D. Löve ssp. luxurians (Miq.) Soják,,Cyperaceae
SCLI10,ALKU,SCLI10,Schoenoprasum lineare Kunth,,Liliaceae
SC18xx,,,Schoenoprasum unknown sp.,,Liliaceae
SCNU,MINU6,SCNU,Schrankia nuttallii (DC. ex Britton & Rose) Standl.,,Fabaceae
SCOC,MIRU5,SCOC,Schrankia occidentalis (Wooton & Standl.) Standl.,,Fabaceae
SC19xx,,,Schrankia unknown sp.,,Fabaceae
SCCO2,SCCO20,SCCO2,Scirpus ×contortus (Eames) T. Koyama,,Cyperaceae
SCAC,SCACA,SCAC,Scirpus acutus Muhl. ex Bigelow,,Cyperaceae
SCACO4,SCACO2,SCACO4,Scirpus acutus Muhl. ex Bigelow var. occidentalis (S. Watson) Beetle,,Cyperaceae
SCAM2,SCAM6,SCAM2,Scirpus americanus Pers.,,Cyperaceae
SCAML,SCPUL4,SCAML,Scirpus americanus Pers. var. longispicatus Britton,,Cyperaceae
SCAT5,ELAT,SCAT5,Scirpus atropurpureus Retz.,,Cyperaceae
SCATP2,SCPA8,SCATP2,Scirpus atrovirens Willd. var. pallidus Britton,,Cyperaceae
SCCA,SCCA11,SCCA,Scirpus californicus (C.A. Mey.) Steud.,,Cyperaceae
SCCAT,SCCA11,SCCAT,Scirpus californicus (C.A. Mey.) Steud. var. tereticulmis (Steud.) Beetle,,Cyperaceae
SCCA26,BOMAP4,SCCA26,Scirpus campestris Britton,,Cyperaceae
SCCA7,BUCAC,SCCA7,Scirpus capillaris L.,,Cyperaceae
SCCH5,SCAM6,SCCH5,Scirpus chilensis Nees & Meyen ex Kunth,,Cyperaceae
SCCO17,SCAM6,SCCO17,Scirpus conglomeratus Kunth,,Cyperaceae
SCFE4,BOMA7,SCFE4,Scirpus fernaldii E.P. Bicknell,,Cyperaceae
SCFL,BOFL3,SCFL,Scirpus fluviatilis (Torr.) A. Gray,,Cyperaceae
SCGL8,ELER,SCGL8,"Scirpus glaucus Torr., nom. inq.",,Cyperaceae
SCIRP,SCIRP,,Scirpus L.,bulrush spp.,Cyperaceae
SCLA80,SCACA,SCLA80,Scirpus lacustris L. p.p.,,Cyperaceae
SCLAC2,SCTA2,SCLAC2,Scirpus lacustris L. ssp. creber (Fernald) T. Koyama,,Cyperaceae
SCLAG2,SCTA2,SCLAG2,Scirpus lacustris L. ssp. glaucus (Rchb.) Hartm.,,Cyperaceae
SCLAT2,SCTA2,SCLAT2,Scirpus lacustris L. ssp. tabernaemontani (C.C. Gmel.) Syme,,Cyperaceae
SCLAV2,SCTA2,SCLAV2,Scirpus lacustris L. ssp. validus (Vahl) T. Koyama,,Cyperaceae
SCLI7,SCPE4,SCLI7,Scirpus lineatus auct. non Michx.,,Cyperaceae
SCMA,BOMA7,SCMA,Scirpus maritimus L.,,Cyperaceae
SCMAF,BOMA7,SCMAF,Scirpus maritimus L. var. fernaldii (E.P. Bicknell) Beetle,,Cyperaceae
SCMAF2,BOFL3,SCMAF2,Scirpus maritimus L. var. fluviatilis Torr.,,Cyperaceae
SCMAP,BOMA7,SCMAP,Scirpus maritimus L. var. paludosus (A. Nelson) Kük.,,Cyperaceae
SCMI11,LIMI12,SCMI11,Scirpus micranthus Vahl,,Cyperaceae
SCMID,LIDR3,SCMID,Scirpus micranthus Vahl var. drummondii (Nees) Mohlenbr.,,Cyperaceae
SCMIM2,LIMI12,SCMIM2,Scirpus micranthus Vahl var. minor (Schrad. ex Roem. & Schult.) B. Boivin,,Cyperaceae
SCMI2,SCMI2,,Scirpus microcarpus J. Presl & C. Presl,panicled bulrush,Cyperaceae
SCMIL,SCMI2,SCMIL,Scirpus microcarpus J. Presl & C. Presl var. longispicatus M. Peck,,Cyperaceae
SCMIR,SCMI2,SCMIR,Scirpus microcarpus J. Presl & C. Presl var. rubrotinctus (Fernald) M.E. Jones,,Cyperaceae
SCMO12,ELMO,SCMO12,Scirpus montana Kunth,,Cyperaceae
SCNA2,ELPA5,SCNA2,Scirpus nanus Spreng.,,Cyperaceae
SCNAA,ELPA5,SCNAA,Scirpus nanus Spreng. var. anachaetus (Torr.) Britton,,Cyperaceae
SCOB3,ELOB2,SCOB3,Scirpus obtusus Willd.,,Cyperaceae
SCOC5,SCACO2,SCOC5,Scirpus occidentalis (S. Watson) Chase,,Cyperaceae
SCOL,SCAM6,SCOL,Scirpus olneyi A. Gray,,Cyperaceae
SCPA14,BOMA7,SCPA14,Scirpus pacificus Britton,,Cyperaceae
SCPA8,SCPA8,,Scirpus pallidus (Britton) Fernald,cloaked bulrush,Cyperaceae
SCPA4,BOMA7,SCPA4,Scirpus paludosus A. Nelson,,Cyperaceae
SCPAA4,BOMA7,SCPAA4,Scirpus paludosus A. Nelson var. atlanticus Fernald,,Cyperaceae
SCPA20,ELPAP,SCPA20,Scirpus palustris L.,,Cyperaceae
SCPA15,ELQU2,SCPA15,Scirpus pauciflorus Lightf.,,Cyperaceae
SCPE4,SCPE4,,Scirpus pendulus Muhl.,rufous bulrush,Cyperaceae
SCPUL2,SCAM6,SCPUL2,Scirpus pungens Vahl var. longisetus Benth. & F. Muell.,,Cyperaceae
SCPUL3,SCPUL4,SCPUL3,Scirpus pungens Vahl var. longispicatus (Britton) Roy L. Taylor & MacBryde,,Cyperaceae
SCQU4,ELQU2,SCQU4,Scirpus quinqueflorus Hartmann,,Cyperaceae
SCRO6,ELRO2,SCRO6,Scirpus rostellatus Torr.,,Cyperaceae
SCRU11,SCACO2,SCRU11,Scirpus rubiginosus Beetle p.p.,,Cyperaceae
SCRU5,SCMI2,SCRU5,Scirpus rubrotinctus Fernald,,Cyperaceae
SCSC7,BUSC2,SCSC7,Scirpus schaffneri Boeckeler,,Cyperaceae
SCTA80,SCTA2,SCTA80,Scirpus tabernaemontani C.C. Gmel.,,Cyperaceae
SC20xx,,,Scirpus unknown sp.,,Cyperaceae
SCVA,SCTA2,SCVA,Scirpus validus Vahl,,Cyperaceae
SCVAC,SCTA2,SCVAC,Scirpus validus Vahl var. creber Fernald,,Cyperaceae
SCLER10,SCLER10,,Sclerocactus Britton & Rose,fishhook cactus,Cactaceae
SCCL5,SCPAP,SCCL5,Sclerocactus cloveriae K.D. Heil & J.M. Porter,,Cactaceae
SCCLB,SCPAP,SCCLB,Sclerocactus cloveriae K.D. Heil & J.M. Porter ssp. brackii K.D. Heil & J.M. Porter,,Cactaceae
SCCO8,SCPAP,SCCO8,Sclerocactus contortus K.D. Heil,,Cactaceae
SCIN5,SCPAI2,SCIN5,Sclerocactus intermedius Peebles,,Cactaceae
SCIN4,ECIN2,SCIN4,Sclerocactus intertextus (Engelm.) N.P. Taylor,,Cactaceae
SCIND,ECIN2,SCIND,Sclerocactus intertextus (Engelm.) N.P. Taylor var. dasyacanthus (Engelm.) N.P. Taylor,,Cactaceae
SCINI,ECIN2,SCINI,Sclerocactus intertextus (Engelm.) N.P. Taylor var. intertextus,,Cactaceae
SCME4,SCME4,,Sclerocactus mesae-verdae (Boissev. & C. Davidson) L.D. Benson,Mesa Verde fishhook cactus,Cactaceae
SCPA10,SCPA10,,Sclerocactus papyracanthus (Engelm.) N.P. Taylor,paperspine fishhook cactus,Cactaceae
SCPA9,SCPA9,,Sclerocactus parviflorus Clover & Jotter,smallflower fishhook cactus,Cactaceae
SCPAI2,SCPAI2,,Sclerocactus parviflorus Clover & Jotter ssp. intermedius (Peebles) K.D. Heil & J.M. Porter,intermediate fishhook cactus,Cactaceae
SCPAP,SCPAP,,Sclerocactus parviflorus Clover & Jotter ssp. parviflorus,smallflower fishhook cactus,Cactaceae
SCPAB,SCPAI2,SCPAB,Sclerocactus parviflorus Clover & Jotter var. blessingiae W.H. Earle,,Cactaceae
SCPAI,SCPAI2,SCPAI,Sclerocactus parviflorus Clover & Jotter var. intermedius (Peebles) Woodruff & L.D. Benson,,Cactaceae
SCUN4,GLUN,SCUN4,Sclerocactus uncinatus (Galeotti) N.P. Taylor,,Cactaceae
SCUNW2,GLUNW,SCUNW2,Sclerocactus uncinatus (Galeotti) N.P. Taylor ssp. wrightii (Engelm.) N.P. Taylor,,Cactaceae
SCUNW,GLUNW,SCUNW,Sclerocactus uncinatus (Galeotti) N.P. Taylor var. wrightii (Engelm.) N.P. Taylor,,Cactaceae
SC21xx,,,Sclerocactus unknown sp.,,Cactaceae
